Var2_clusterID	Var1_clusterID	Var2	Var1	corr_coeff	pval	Var1_central_node	Var2_central_node
0	309	Collinsella_sp002232035	Agathobacter_faecis	-0.2421	0.2218	TLL76_bin.87.fasta	TLL10_bin.21.fasta
0	26	Collinsella_sp002232035	Blautia_A_obeum	0.1271	0.5395	TLL30_bin.87.fasta	TLL10_bin.21.fasta
0	35	Collinsella_sp002232035	Blautia_A_sp900066165	-0.3593	0.0919	TLL95_bin.76.fasta	TLL10_bin.21.fasta
0	250	Collinsella_sp002232035	Bacteroides_uniformis	-0.1865	0.3896	TLL47_bin.18.fasta	TLL10_bin.21.fasta
0	25	Collinsella_sp002232035	Blautia_A_sp900120195	-0.1246	0.5554	TLL103_bin.41.fasta	TLL10_bin.21.fasta
0	679	Collinsella_sp002232035	Collinsella_aerofaciens_SGB_14631	0.9608	0.001	TLL07_bin.31.fasta	TLL10_bin.21.fasta
7	62	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_G	-0.2448	0.2338	TLL97_bin.11.fasta	TLL61_bin.62.fasta
7	154	Gemmiger_SGB_15295_CID_7	Anaerostipes_hadrus	-0.0987	0.6134	TLL43_bin.39.fasta	TLL61_bin.62.fasta
7	658	Gemmiger_SGB_15295_CID_7	Bifidobacterium_catenulatum	0.0797	0.7163	TLL38_bin.25.fasta	TLL61_bin.62.fasta
7	146	Gemmiger_SGB_15295_CID_7	Faecalibacterium_SGB_15315	-0.2578	0.2098	TLL11_bin.59.fasta	TLL61_bin.62.fasta
7	550	Gemmiger_SGB_15295_CID_7	Faecalibacterium_SGB_15345	-0.306	0.1249	TLL90_bin.37.fasta	TLL61_bin.62.fasta
7	50	Gemmiger_SGB_15295_CID_7	Blautia_A_massiliensis	0.3935	0.0559	TLL15_bin.16.fasta	TLL61_bin.62.fasta
7	17	Gemmiger_SGB_15295_CID_7	Eubacterium_I_ramulus_A	0.0378	0.8462	TLL80_bin.32.fasta	TLL61_bin.62.fasta
7	162	Gemmiger_SGB_15295_CID_7	Collinsella_SGB_14425	-0.1139	0.5894	TLL72_bin.74.fasta	TLL61_bin.62.fasta
7	338	Gemmiger_SGB_15295_CID_7	Gemmiger_formicilis	0.1938	0.3566	TLL106_bin.7.fasta	TLL61_bin.62.fasta
7	74	Gemmiger_SGB_15295_CID_7	CAG-81_sp900066535	-0.1657	0.4366	TLL90_bin.66.fasta	TLL61_bin.62.fasta
7	79	Gemmiger_SGB_15295_CID_7	Dorea_longicatena	0.2348	0.2088	TLL97_bin.42.fasta	TLL61_bin.62.fasta
7	282	Gemmiger_SGB_15295_CID_7	Coprococcus_B_comes	0.0964	0.6513	TLL91_bin.10.fasta	TLL61_bin.62.fasta
7	672	Gemmiger_SGB_15295_CID_7	Bacteroides_coprocola_SGB_1891	-0.139	0.5085	TLL53_bin.50.fasta	TLL61_bin.62.fasta
7	679	Gemmiger_SGB_15295_CID_7	Collinsella_aerofaciens_SGB_14631	0.0266	0.9021	TLL07_bin.31.fasta	TLL61_bin.62.fasta
7	332	Gemmiger_SGB_15295_CID_7	Collinsella_sp900542825_SRR1197039_bin.26	0.0371	0.8561	TLL63_bin.60.fasta	TLL61_bin.62.fasta
7	325	Gemmiger_SGB_15295_CID_7	Dorea_formicigenerans_SGB_4575	0.369	0.1049	TLL35_bin.77.fasta	TLL61_bin.62.fasta
7	20	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_K	-0.0991	0.6264	TLL07_bin.56.fasta	TLL61_bin.62.fasta
7	541	Gemmiger_SGB_15295_CID_7	Blautia_SGB_4795	0.3013	0.1429	TLL101_bin.55.fasta	TLL61_bin.62.fasta
7	143	Gemmiger_SGB_15295_CID_7	Faecalibacterium_SGB_15346	-0.0804	0.7033	TLL08_bin.14.fasta	TLL61_bin.62.fasta
7	22	Gemmiger_SGB_15295_CID_7	Agathobaculum_butyriciproducens	-0.0248	0.9101	TLL73_bin.62.fasta	TLL61_bin.62.fasta
7	97	Gemmiger_SGB_15295_CID_7	Eubacterium_E_hallii	0.0836	0.6743	TLL26_bin.1.fasta	TLL61_bin.62.fasta
7	60	Gemmiger_SGB_15295_CID_7	Bacteroides_ovatus	-0.1954	0.3497	TLL09_bin.26.fasta	TLL61_bin.62.fasta
7	280	Gemmiger_SGB_15295_CID_7	Bifidobacterium_adolescentis	0.1008	0.6274	TLL74_bin.113.fasta	TLL61_bin.62.fasta
7	101	Gemmiger_SGB_15295_CID_7	Agathobacter_rectale	0.1236	0.5654	TLL04_bin.33.fasta	TLL61_bin.62.fasta
7	90	Gemmiger_SGB_15295_CID_7	CAG-41_sp900066215	-0.2134	0.2967	TLL89_bin.92.fasta	TLL61_bin.62.fasta
7	294	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_D	-0.2396	0.2527	TLL105_bin.26.fasta	TLL61_bin.62.fasta
7	31	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_E	-0.2611	0.2158	TLL96_bin.33.fasta	TLL61_bin.62.fasta
7	35	Gemmiger_SGB_15295_CID_7	Blautia_A_sp900066165	0.3044	0.1708	TLL95_bin.76.fasta	TLL61_bin.62.fasta
7	674	Gemmiger_SGB_15295_CID_7	Gemmiger_SGB_15295_CID_674	0.6707	0.002	TLL48_bin.100.fasta	TLL61_bin.62.fasta
7	92	Gemmiger_SGB_15295_CID_7	Faecalicatena_gnavus	0.1808	0.3916	TLL02_bin.78.fasta	TLL61_bin.62.fasta
7	18	Gemmiger_SGB_15295_CID_7	Bifidobacterium_pseudocatenulatum	0.0522	0.8032	TLL49_bin.59.fasta	TLL61_bin.62.fasta
7	664	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_J_CID_664	-0.2228	0.2687	TLL35_bin.66.fasta	TLL61_bin.62.fasta
7	9	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_J_CID_9	-0.1832	0.3696	TLL102_bin.121.fasta	TLL61_bin.62.fasta
7	250	Gemmiger_SGB_15295_CID_7	Bacteroides_uniformis	-0.3228	0.1189	TLL47_bin.18.fasta	TLL61_bin.62.fasta
7	547	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_H	-0.1806	0.3956	TLL03_bin.1.fasta	TLL61_bin.62.fasta
7	33	Gemmiger_SGB_15295_CID_7	Bacteroides_B_vulgatus	-0.2272	0.2498	TLL27_bin.76.fasta	TLL61_bin.62.fasta
7	620	Gemmiger_SGB_15295_CID_7	Dorea_longicatena_B	0.0134	0.95	TLL62_bin.65.fasta	TLL61_bin.62.fasta
7	49	Gemmiger_SGB_15295_CID_7	Dorea_formicigenerans	0.6968	0.001	TLL82_bin.89.fasta	TLL61_bin.62.fasta
7	13	Gemmiger_SGB_15295_CID_7	Acetatifactor_sp900066565	-0.2849	0.1608	TLL23_bin.43.fasta	TLL61_bin.62.fasta
7	66	Gemmiger_SGB_15295_CID_7	Bacteroides_B_massiliensis	-0.2586	0.1938	TLL27_bin.51.fasta	TLL61_bin.62.fasta
7	25	Gemmiger_SGB_15295_CID_7	Blautia_A_sp900120195	0.3982	0.0609	TLL103_bin.41.fasta	TLL61_bin.62.fasta
7	606	Gemmiger_SGB_15295_CID_7	Blautia_A_sp900066335	0.0082	0.975	TLL02_bin.63.fasta	TLL61_bin.62.fasta
7	0	Gemmiger_SGB_15295_CID_7	Collinsella_sp002232035	-0.0087	0.96	TLL10_bin.21.fasta	TLL61_bin.62.fasta
7	215	Gemmiger_SGB_15295_CID_7	Flavonifractor_sp000508885	0.157	0.4765	TLL15_bin.50.fasta	TLL61_bin.62.fasta
7	236	Gemmiger_SGB_15295_CID_7	Escherichia_flexneri	-0.0325	0.8611	TLL96_bin.32.fasta	TLL61_bin.62.fasta
7	144	Gemmiger_SGB_15295_CID_7	Collinsella_aerofaciens_E	-0.1062	0.6094	TLL57_bin.37.fasta	TLL61_bin.62.fasta
7	54	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_C	0.0593	0.7882	TLL06_bin.94.fasta	TLL61_bin.62.fasta
7	430	Gemmiger_SGB_15295_CID_7	Clostridium_SGB_4780	0.5501	0.006	TLL97_bin.22.fasta	TLL61_bin.62.fasta
7	309	Gemmiger_SGB_15295_CID_7	Agathobacter_faecis	-0.1519	0.4625	TLL76_bin.87.fasta	TLL61_bin.62.fasta
7	166	Gemmiger_SGB_15295_CID_7	Bacteroides_xylanisolvens	-0.2095	0.2967	TLL72_bin.39.fasta	TLL61_bin.62.fasta
7	26	Gemmiger_SGB_15295_CID_7	Blautia_A_obeum	0.2758	0.1698	TLL30_bin.87.fasta	TLL61_bin.62.fasta
7	214	Gemmiger_SGB_15295_CID_7	Bacteroides_thetaiotaomicron	-0.0881	0.6813	TLL15_bin.24.fasta	TLL61_bin.62.fasta
7	121	Gemmiger_SGB_15295_CID_7	Eubacterium_I_ramulus	0.1452	0.4975	TLL60_bin.40.fasta	TLL61_bin.62.fasta
7	334	Gemmiger_SGB_15295_CID_7	Collinsella_SGB_14507	0.0136	0.957	TLL96_bin.12.fasta	TLL61_bin.62.fasta
7	523	Gemmiger_SGB_15295_CID_7	Blautia_A_sp003471165_ERR1578675_bin.45	0.1958	0.3487	TLL34_bin.16.fasta	TLL61_bin.62.fasta
7	452	Gemmiger_SGB_15295_CID_7	Alistipes_putredinis	-0.1935	0.3387	TLL100_bin.80.fasta	TLL61_bin.62.fasta
7	16	Gemmiger_SGB_15295_CID_7	Eubacterium_E_hallii_A	0.1401	0.5015	TLL62_bin.17.fasta	TLL61_bin.62.fasta
7	284	Gemmiger_SGB_15295_CID_7	Bifidobacterium_longum	-0.3765	0.0659	TLL98_bin.70.fasta	TLL61_bin.62.fasta
7	34	Gemmiger_SGB_15295_CID_7	Blautia_A_wexlerae	0.3374	0.1189	TLL97_bin.80.fasta	TLL61_bin.62.fasta
7	614	Gemmiger_SGB_15295_CID_7	Collinsella_SGB_14400	0.0449	0.8262	TLL12_bin.19.fasta	TLL61_bin.62.fasta
7	506	Gemmiger_SGB_15295_CID_7	Fusicatenibacter_saccharivorans	-0.0926	0.6673	TLL54_bin.14.fasta	TLL61_bin.62.fasta
9	672	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_coprocola_SGB_1891	-0.458	0.02	TLL53_bin.50.fasta	TLL102_bin.121.fasta
9	325	Faecalibacterium_prausnitzii_J_CID_9	Dorea_formicigenerans_SGB_4575	-0.5919	0.009	TLL35_bin.77.fasta	TLL102_bin.121.fasta
9	26	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_obeum	-0.1754	0.3876	TLL30_bin.87.fasta	TLL102_bin.121.fasta
9	144	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_aerofaciens_E	0.3124	0.1029	TLL57_bin.37.fasta	TLL102_bin.121.fasta
9	284	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_longum	-0.0046	0.973	TLL98_bin.70.fasta	TLL102_bin.121.fasta
9	154	Faecalibacterium_prausnitzii_J_CID_9	Anaerostipes_hadrus	0.0935	0.6304	TLL43_bin.39.fasta	TLL102_bin.121.fasta
9	452	Faecalibacterium_prausnitzii_J_CID_9	Alistipes_putredinis	-0.2223	0.2877	TLL100_bin.80.fasta	TLL102_bin.121.fasta
9	18	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_pseudocatenulatum	0.1733	0.3816	TLL49_bin.59.fasta	TLL102_bin.121.fasta
9	620	Faecalibacterium_prausnitzii_J_CID_9	Dorea_longicatena_B	0.0048	0.983	TLL62_bin.65.fasta	TLL102_bin.121.fasta
9	614	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_SGB_14400	0.1484	0.4645	TLL12_bin.19.fasta	TLL102_bin.121.fasta
9	0	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_sp002232035	0.2698	0.1479	TLL10_bin.21.fasta	TLL102_bin.121.fasta
9	50	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_massiliensis	-0.0851	0.6933	TLL15_bin.16.fasta	TLL102_bin.121.fasta
9	31	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_E	0.509	0.009	TLL96_bin.33.fasta	TLL102_bin.121.fasta
9	606	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_sp900066335	-0.0327	0.8671	TLL02_bin.63.fasta	TLL102_bin.121.fasta
9	679	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_aerofaciens_SGB_14631	0.299	0.1309	TLL07_bin.31.fasta	TLL102_bin.121.fasta
9	49	Faecalibacterium_prausnitzii_J_CID_9	Dorea_formicigenerans	-0.0829	0.6893	TLL82_bin.89.fasta	TLL102_bin.121.fasta
9	22	Faecalibacterium_prausnitzii_J_CID_9	Agathobaculum_butyriciproducens	-0.4012	0.04	TLL73_bin.62.fasta	TLL102_bin.121.fasta
9	62	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_G	0.7084	0.001	TLL97_bin.11.fasta	TLL102_bin.121.fasta
9	294	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_D	0.6488	0.001	TLL105_bin.26.fasta	TLL102_bin.121.fasta
9	523	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_sp003471165_ERR1578675_bin.45	-0.6392	0.003	TLL34_bin.16.fasta	TLL102_bin.121.fasta
9	16	Faecalibacterium_prausnitzii_J_CID_9	Eubacterium_E_hallii_A	-0.2691	0.1748	TLL62_bin.17.fasta	TLL102_bin.121.fasta
9	166	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_xylanisolvens	-0.4901	0.009	TLL72_bin.39.fasta	TLL102_bin.121.fasta
9	236	Faecalibacterium_prausnitzii_J_CID_9	Escherichia_flexneri	-0.1325	0.5005	TLL96_bin.32.fasta	TLL102_bin.121.fasta
9	60	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_ovatus	-0.3887	0.047	TLL09_bin.26.fasta	TLL102_bin.121.fasta
9	79	Faecalibacterium_prausnitzii_J_CID_9	Dorea_longicatena	0.1568	0.4416	TLL97_bin.42.fasta	TLL102_bin.121.fasta
9	33	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_B_vulgatus	-0.3954	0.047	TLL27_bin.76.fasta	TLL102_bin.121.fasta
9	34	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_wexlerae	-0.5457	0.004	TLL97_bin.80.fasta	TLL102_bin.121.fasta
9	250	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_uniformis	-0.381	0.0609	TLL47_bin.18.fasta	TLL102_bin.121.fasta
9	332	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_sp900542825_SRR1197039_bin.26	0.2881	0.1449	TLL63_bin.60.fasta	TLL102_bin.121.fasta
9	664	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_J_CID_664	0.9626	0.001	TLL35_bin.66.fasta	TLL102_bin.121.fasta
9	280	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_adolescentis	0.1591	0.4496	TLL74_bin.113.fasta	TLL102_bin.121.fasta
9	162	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_SGB_14425	0.2007	0.2847	TLL72_bin.74.fasta	TLL102_bin.121.fasta
9	13	Faecalibacterium_prausnitzii_J_CID_9	Acetatifactor_sp900066565	0.0358	0.8541	TLL23_bin.43.fasta	TLL102_bin.121.fasta
9	121	Faecalibacterium_prausnitzii_J_CID_9	Eubacterium_I_ramulus	-0.3344	0.0949	TLL60_bin.40.fasta	TLL102_bin.121.fasta
9	430	Faecalibacterium_prausnitzii_J_CID_9	Clostridium_SGB_4780	0.1359	0.5345	TLL97_bin.22.fasta	TLL102_bin.121.fasta
9	334	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_SGB_14507	0.224	0.2637	TLL96_bin.12.fasta	TLL102_bin.121.fasta
9	101	Faecalibacterium_prausnitzii_J_CID_9	Agathobacter_rectale	0.2204	0.2617	TLL04_bin.33.fasta	TLL102_bin.121.fasta
9	309	Faecalibacterium_prausnitzii_J_CID_9	Agathobacter_faecis	0.3373	0.0879	TLL76_bin.87.fasta	TLL102_bin.121.fasta
9	547	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_H	0.7719	0.001	TLL03_bin.1.fasta	TLL102_bin.121.fasta
9	282	Faecalibacterium_prausnitzii_J_CID_9	Coprococcus_B_comes	0.0205	0.9091	TLL91_bin.10.fasta	TLL102_bin.121.fasta
9	35	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_sp900066165	-0.635	0.007	TLL95_bin.76.fasta	TLL102_bin.121.fasta
9	90	Faecalibacterium_prausnitzii_J_CID_9	CAG-41_sp900066215	0.1496	0.4486	TLL89_bin.92.fasta	TLL102_bin.121.fasta
9	54	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_C	0.559	0.004	TLL06_bin.94.fasta	TLL102_bin.121.fasta
9	25	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_sp900120195	-0.3901	0.0579	TLL103_bin.41.fasta	TLL102_bin.121.fasta
9	541	Faecalibacterium_prausnitzii_J_CID_9	Blautia_SGB_4795	-0.4391	0.04	TLL101_bin.55.fasta	TLL102_bin.121.fasta
9	66	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_B_massiliensis	-0.358	0.0639	TLL27_bin.51.fasta	TLL102_bin.121.fasta
9	658	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_catenulatum	-0.0021	0.994	TLL38_bin.25.fasta	TLL102_bin.121.fasta
9	214	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_thetaiotaomicron	-0.5988	0.001	TLL15_bin.24.fasta	TLL102_bin.121.fasta
9	17	Faecalibacterium_prausnitzii_J_CID_9	Eubacterium_I_ramulus_A	-0.0198	0.9301	TLL80_bin.32.fasta	TLL102_bin.121.fasta
9	74	Faecalibacterium_prausnitzii_J_CID_9	CAG-81_sp900066535	-0.0956	0.6454	TLL90_bin.66.fasta	TLL102_bin.121.fasta
9	97	Faecalibacterium_prausnitzii_J_CID_9	Eubacterium_E_hallii	-0.0195	0.9331	TLL26_bin.1.fasta	TLL102_bin.121.fasta
10	66	KLE1615_sp900066985	Bacteroides_B_massiliensis	-0.1124	0.6034	TLL27_bin.51.fasta	TLL84_bin.27.fasta
10	22	KLE1615_sp900066985	Agathobaculum_butyriciproducens	-0.1919	0.3417	TLL73_bin.62.fasta	TLL84_bin.27.fasta
10	541	KLE1615_sp900066985	Blautia_SGB_4795	-0.3944	0.0599	TLL101_bin.55.fasta	TLL84_bin.27.fasta
10	523	KLE1615_sp900066985	Blautia_A_sp003471165_ERR1578675_bin.45	-0.4722	0.02	TLL34_bin.16.fasta	TLL84_bin.27.fasta
10	9	KLE1615_sp900066985	Faecalibacterium_prausnitzii_J_CID_9	0.3521	0.0679	TLL102_bin.121.fasta	TLL84_bin.27.fasta
10	16	KLE1615_sp900066985	Eubacterium_E_hallii_A	0.1052	0.6154	TLL62_bin.17.fasta	TLL84_bin.27.fasta
10	282	KLE1615_sp900066985	Coprococcus_B_comes	0.6677	0.002	TLL91_bin.10.fasta	TLL84_bin.27.fasta
10	309	KLE1615_sp900066985	Agathobacter_faecis	0.0478	0.8152	TLL76_bin.87.fasta	TLL84_bin.27.fasta
10	49	KLE1615_sp900066985	Dorea_formicigenerans	0.0651	0.7463	TLL82_bin.89.fasta	TLL84_bin.27.fasta
10	620	KLE1615_sp900066985	Dorea_longicatena_B	0.4995	0.009	TLL62_bin.65.fasta	TLL84_bin.27.fasta
10	54	KLE1615_sp900066985	Faecalibacterium_prausnitzii_C	0.2271	0.2607	TLL06_bin.94.fasta	TLL84_bin.27.fasta
10	546	KLE1615_sp900066985	Gemmiger_SGB_15299	0.2193	0.2937	TLL62_bin.40.fasta	TLL84_bin.27.fasta
10	18	KLE1615_sp900066985	Bifidobacterium_pseudocatenulatum	0.3457	0.0989	TLL49_bin.59.fasta	TLL84_bin.27.fasta
10	338	KLE1615_sp900066985	Gemmiger_formicilis	0.3832	0.048	TLL106_bin.7.fasta	TLL84_bin.27.fasta
10	35	KLE1615_sp900066985	Blautia_A_sp900066165	-0.4717	0.019	TLL95_bin.76.fasta	TLL84_bin.27.fasta
10	506	KLE1615_sp900066985	Fusicatenibacter_saccharivorans	0.1412	0.4665	TLL54_bin.14.fasta	TLL84_bin.27.fasta
10	74	KLE1615_sp900066985	CAG-81_sp900066535	-0.3379	0.0999	TLL90_bin.66.fasta	TLL84_bin.27.fasta
10	26	KLE1615_sp900066985	Blautia_A_obeum	-0.1666	0.4216	TLL30_bin.87.fasta	TLL84_bin.27.fasta
10	97	KLE1615_sp900066985	Eubacterium_E_hallii	0.273	0.1788	TLL26_bin.1.fasta	TLL84_bin.27.fasta
10	214	KLE1615_sp900066985	Bacteroides_thetaiotaomicron	-0.3277	0.0809	TLL15_bin.24.fasta	TLL84_bin.27.fasta
10	34	KLE1615_sp900066985	Blautia_A_wexlerae	-0.5108	0.007	TLL97_bin.80.fasta	TLL84_bin.27.fasta
10	672	KLE1615_sp900066985	Bacteroides_coprocola_SGB_1891	-0.4214	0.028	TLL53_bin.50.fasta	TLL84_bin.27.fasta
10	325	KLE1615_sp900066985	Dorea_formicigenerans_SGB_4575	-0.4096	0.0609	TLL35_bin.77.fasta	TLL84_bin.27.fasta
10	17	KLE1615_sp900066985	Eubacterium_I_ramulus_A	-0.2861	0.1658	TLL80_bin.32.fasta	TLL84_bin.27.fasta
10	13	KLE1615_sp900066985	Acetatifactor_sp900066565	0.1949	0.3287	TLL23_bin.43.fasta	TLL84_bin.27.fasta
10	31	KLE1615_sp900066985	Faecalibacterium_prausnitzii_E	0.4193	0.039	TLL96_bin.33.fasta	TLL84_bin.27.fasta
10	250	KLE1615_sp900066985	Bacteroides_uniformis	-0.1209	0.5724	TLL47_bin.18.fasta	TLL84_bin.27.fasta
10	0	KLE1615_sp900066985	Collinsella_sp002232035	-0.0346	0.8821	TLL10_bin.21.fasta	TLL84_bin.27.fasta
10	547	KLE1615_sp900066985	Faecalibacterium_prausnitzii_H	0.4041	0.04	TLL03_bin.1.fasta	TLL84_bin.27.fasta
10	121	KLE1615_sp900066985	Eubacterium_I_ramulus	0.0984	0.6394	TLL60_bin.40.fasta	TLL84_bin.27.fasta
10	50	KLE1615_sp900066985	Blautia_A_massiliensis	0.0174	0.9271	TLL15_bin.16.fasta	TLL84_bin.27.fasta
10	207	KLE1615_sp900066985	Gemmiger_sp003476825	0.2841	0.1389	TLL31_bin.94.fasta	TLL84_bin.27.fasta
10	215	KLE1615_sp900066985	Flavonifractor_sp000508885	-0.3148	0.1339	TLL15_bin.50.fasta	TLL84_bin.27.fasta
10	674	KLE1615_sp900066985	Gemmiger_SGB_15295_CID_674	0.2208	0.2837	TLL48_bin.100.fasta	TLL84_bin.27.fasta
10	162	KLE1615_sp900066985	Collinsella_SGB_14425	-0.2023	0.3227	TLL72_bin.74.fasta	TLL84_bin.27.fasta
10	92	KLE1615_sp900066985	Faecalicatena_gnavus	-0.3411	0.0969	TLL02_bin.78.fasta	TLL84_bin.27.fasta
10	154	KLE1615_sp900066985	Anaerostipes_hadrus	0.3061	0.1149	TLL43_bin.39.fasta	TLL84_bin.27.fasta
10	430	KLE1615_sp900066985	Clostridium_SGB_4780	0.2631	0.1978	TLL97_bin.22.fasta	TLL84_bin.27.fasta
10	7	KLE1615_sp900066985	Gemmiger_SGB_15295_CID_7	0.1541	0.4535	TLL61_bin.62.fasta	TLL84_bin.27.fasta
10	550	KLE1615_sp900066985	Faecalibacterium_SGB_15345	0.3804	0.049	TLL90_bin.37.fasta	TLL84_bin.27.fasta
10	284	KLE1615_sp900066985	Bifidobacterium_longum	-0.1557	0.4196	TLL98_bin.70.fasta	TLL84_bin.27.fasta
10	60	KLE1615_sp900066985	Bacteroides_ovatus	-0.1937	0.3706	TLL09_bin.26.fasta	TLL84_bin.27.fasta
