Var2_clusterID	Var1_clusterID	Var2	Var1	corr_coeff	pval	Var1_central_node	Var2_central_node
0	66	Collinsella_sp002232035	Bacteroides_B_massiliensis	-0.3489	0.0689	TLL27_bin.51.fasta	TLL10_bin.21.fasta
0	101	Collinsella_sp002232035	Agathobacter_rectale	-0.0435	0.8152	TLL04_bin.33.fasta	TLL10_bin.21.fasta
0	60	Collinsella_sp002232035	Bacteroides_ovatus	-0.3409	0.0759	TLL09_bin.26.fasta	TLL10_bin.21.fasta
0	523	Collinsella_sp002232035	Blautia_A_sp003471165_ERR1578675_bin.45	-0.1604	0.3936	TLL34_bin.16.fasta	TLL10_bin.21.fasta
0	125	Collinsella_sp002232035	Clostridium_Q_sp003024715	0.3416	0.0799	TLL53_bin.12.fasta	TLL10_bin.21.fasta
0	250	Collinsella_sp002232035	Bacteroides_uniformis	-0.1925	0.3347	TLL47_bin.18.fasta	TLL10_bin.21.fasta
0	280	Collinsella_sp002232035	Bifidobacterium_adolescentis	-0.1653	0.4156	TLL74_bin.113.fasta	TLL10_bin.21.fasta
0	18	Collinsella_sp002232035	Bifidobacterium_pseudocatenulatum	-0.0154	0.9341	TLL49_bin.59.fasta	TLL10_bin.21.fasta
0	309	Collinsella_sp002232035	Agathobacter_faecis	-0.3027	0.1139	TLL76_bin.87.fasta	TLL10_bin.21.fasta
0	334	Collinsella_sp002232035	Collinsella_SGB_14507	0.9534	0.001	TLL96_bin.12.fasta	TLL10_bin.21.fasta
0	312	Collinsella_sp002232035	Blautia_sp000436935	-0.1127	0.5784	TLL34_bin.68.fasta	TLL10_bin.21.fasta
0	679	Collinsella_sp002232035	Collinsella_aerofaciens_SGB_14631	0.967	0.001	TLL07_bin.31.fasta	TLL10_bin.21.fasta
0	430	Collinsella_sp002232035	Clostridium_SGB_4780	0.2685	0.1818	TLL97_bin.22.fasta	TLL10_bin.21.fasta
0	658	Collinsella_sp002232035	Bifidobacterium_catenulatum	-0.0359	0.8641	TLL38_bin.25.fasta	TLL10_bin.21.fasta
0	33	Collinsella_sp002232035	Bacteroides_B_vulgatus	-0.4888	0.008	TLL27_bin.76.fasta	TLL10_bin.21.fasta
0	606	Collinsella_sp002232035	Blautia_A_sp900066335	0.6169	0.001	TLL02_bin.63.fasta	TLL10_bin.21.fasta
0	13	Collinsella_sp002232035	Acetatifactor_sp900066565	0.2602	0.1718	TLL23_bin.43.fasta	TLL10_bin.21.fasta
0	74	Collinsella_sp002232035	CAG-81_sp900066535	-0.3289	0.1029	TLL90_bin.66.fasta	TLL10_bin.21.fasta
0	242	Collinsella_sp002232035	Bilophila_wadsworthia	-0.2795	0.1518	TLL33_bin.49.fasta	TLL10_bin.21.fasta
0	672	Collinsella_sp002232035	Bacteroides_coprocola_SGB_1891	-0.4119	0.032	TLL53_bin.50.fasta	TLL10_bin.21.fasta
0	214	Collinsella_sp002232035	Bacteroides_thetaiotaomicron	-0.4257	0.02	TLL15_bin.24.fasta	TLL10_bin.21.fasta
0	34	Collinsella_sp002232035	Blautia_A_wexlerae	-0.1872	0.3506	TLL97_bin.80.fasta	TLL10_bin.21.fasta
0	166	Collinsella_sp002232035	Bacteroides_xylanisolvens	-0.5054	0.006	TLL72_bin.39.fasta	TLL10_bin.21.fasta
0	35	Collinsella_sp002232035	Blautia_A_sp900066165	-0.3758	0.0509	TLL95_bin.76.fasta	TLL10_bin.21.fasta
0	26	Collinsella_sp002232035	Blautia_A_obeum	0.4189	0.03	TLL30_bin.87.fasta	TLL10_bin.21.fasta
7	17	Gemmiger_SGB_15295_CID_7	Eubacterium_I_ramulus_A	-0.4591	0.022	TLL80_bin.32.fasta	TLL61_bin.62.fasta
7	672	Gemmiger_SGB_15295_CID_7	Bacteroides_coprocola_SGB_1891	0.0207	0.9271	TLL53_bin.50.fasta	TLL61_bin.62.fasta
7	27	Gemmiger_SGB_15295_CID_7	Eggerthella_lenta	0.1767	0.3626	TLL33_bin.2.fasta	TLL61_bin.62.fasta
7	312	Gemmiger_SGB_15295_CID_7	Blautia_sp000436935	-0.3569	0.0939	TLL34_bin.68.fasta	TLL61_bin.62.fasta
7	214	Gemmiger_SGB_15295_CID_7	Bacteroides_thetaiotaomicron	0.038	0.8521	TLL15_bin.24.fasta	TLL61_bin.62.fasta
7	253	Gemmiger_SGB_15295_CID_7	Bacteroides_stercoris	-0.0575	0.7972	TLL60_bin.72.fasta	TLL61_bin.62.fasta
7	101	Gemmiger_SGB_15295_CID_7	Agathobacter_rectale	0.2112	0.2967	TLL04_bin.33.fasta	TLL61_bin.62.fasta
7	26	Gemmiger_SGB_15295_CID_7	Blautia_A_obeum	-0.237	0.2607	TLL30_bin.87.fasta	TLL61_bin.62.fasta
7	60	Gemmiger_SGB_15295_CID_7	Bacteroides_ovatus	-0.0521	0.8022	TLL09_bin.26.fasta	TLL61_bin.62.fasta
7	674	Gemmiger_SGB_15295_CID_7	Gemmiger_SGB_15295_CID_674	0.8242	0.001	TLL48_bin.100.fasta	TLL61_bin.62.fasta
7	125	Gemmiger_SGB_15295_CID_7	Clostridium_Q_sp003024715	0.0923	0.6494	TLL53_bin.12.fasta	TLL61_bin.62.fasta
7	62	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_G	-0.6082	0.004	TLL97_bin.11.fasta	TLL61_bin.62.fasta
7	547	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_H	-0.5838	0.007	TLL03_bin.1.fasta	TLL61_bin.62.fasta
7	550	Gemmiger_SGB_15295_CID_7	Faecalibacterium_SGB_15345	-0.2636	0.2058	TLL90_bin.37.fasta	TLL61_bin.62.fasta
7	121	Gemmiger_SGB_15295_CID_7	Eubacterium_I_ramulus	-0.1259	0.5415	TLL60_bin.40.fasta	TLL61_bin.62.fasta
7	31	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_E	-0.3205	0.1099	TLL96_bin.33.fasta	TLL61_bin.62.fasta
7	35	Gemmiger_SGB_15295_CID_7	Blautia_A_sp900066165	-0.1499	0.4476	TLL95_bin.76.fasta	TLL61_bin.62.fasta
7	16	Gemmiger_SGB_15295_CID_7	Eubacterium_E_hallii_A	0.2981	0.1538	TLL62_bin.17.fasta	TLL61_bin.62.fasta
7	25	Gemmiger_SGB_15295_CID_7	Blautia_A_sp900120195	-0.3849	0.053900000000000003	TLL103_bin.41.fasta	TLL61_bin.62.fasta
7	614	Gemmiger_SGB_15295_CID_7	Collinsella_SGB_14400	0.1186	0.5514	TLL12_bin.19.fasta	TLL61_bin.62.fasta
7	334	Gemmiger_SGB_15295_CID_7	Collinsella_SGB_14507	0.2057	0.3147	TLL96_bin.12.fasta	TLL61_bin.62.fasta
7	460	Gemmiger_SGB_15295_CID_7	Enterocloster_sp900541315_SRR3582149_bin.15	-0.0601	0.7692	TLL90_bin.65.fasta	TLL61_bin.62.fasta
7	523	Gemmiger_SGB_15295_CID_7	Blautia_A_sp003471165_ERR1578675_bin.45	-0.3381	0.1029	TLL34_bin.16.fasta	TLL61_bin.62.fasta
7	97	Gemmiger_SGB_15295_CID_7	Eubacterium_E_hallii	-0.1543	0.4466	TLL26_bin.1.fasta	TLL61_bin.62.fasta
7	250	Gemmiger_SGB_15295_CID_7	Bacteroides_uniformis	0.155	0.4406	TLL47_bin.18.fasta	TLL61_bin.62.fasta
7	430	Gemmiger_SGB_15295_CID_7	Clostridium_SGB_4780	0.2283	0.2537	TLL97_bin.22.fasta	TLL61_bin.62.fasta
7	143	Gemmiger_SGB_15295_CID_7	Faecalibacterium_SGB_15346	-0.2002	0.3427	TLL08_bin.14.fasta	TLL61_bin.62.fasta
7	309	Gemmiger_SGB_15295_CID_7	Agathobacter_faecis	-0.133	0.5255	TLL76_bin.87.fasta	TLL61_bin.62.fasta
7	162	Gemmiger_SGB_15295_CID_7	Collinsella_SGB_14425	-0.1063	0.5844	TLL72_bin.74.fasta	TLL61_bin.62.fasta
7	0	Gemmiger_SGB_15295_CID_7	Collinsella_sp002232035	0.2166	0.2877	TLL10_bin.21.fasta	TLL61_bin.62.fasta
7	66	Gemmiger_SGB_15295_CID_7	Bacteroides_B_massiliensis	0.0026	0.993	TLL27_bin.51.fasta	TLL61_bin.62.fasta
7	92	Gemmiger_SGB_15295_CID_7	Faecalicatena_gnavus	-0.4325	0.028	TLL02_bin.78.fasta	TLL61_bin.62.fasta
7	20	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_K	0.1316	0.4755	TLL07_bin.56.fasta	TLL61_bin.62.fasta
7	50	Gemmiger_SGB_15295_CID_7	Blautia_A_massiliensis	-0.3563	0.0709	TLL15_bin.16.fasta	TLL61_bin.62.fasta
7	13	Gemmiger_SGB_15295_CID_7	Acetatifactor_sp900066565	0.0695	0.7612	TLL23_bin.43.fasta	TLL61_bin.62.fasta
7	506	Gemmiger_SGB_15295_CID_7	Fusicatenibacter_saccharivorans	-0.2983	0.1578	TLL54_bin.14.fasta	TLL61_bin.62.fasta
7	74	Gemmiger_SGB_15295_CID_7	CAG-81_sp900066535	-0.1949	0.3566	TLL90_bin.66.fasta	TLL61_bin.62.fasta
7	144	Gemmiger_SGB_15295_CID_7	Collinsella_aerofaciens_E	0.2469	0.2338	TLL57_bin.37.fasta	TLL61_bin.62.fasta
7	620	Gemmiger_SGB_15295_CID_7	Dorea_longicatena_B	-0.218	0.2957	TLL62_bin.65.fasta	TLL61_bin.62.fasta
7	664	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_J_CID_664	-0.1367	0.5015	TLL35_bin.66.fasta	TLL61_bin.62.fasta
7	79	Gemmiger_SGB_15295_CID_7	Dorea_longicatena	-0.0794	0.6923	TLL97_bin.42.fasta	TLL61_bin.62.fasta
7	18	Gemmiger_SGB_15295_CID_7	Bifidobacterium_pseudocatenulatum	0.0959	0.6384	TLL49_bin.59.fasta	TLL61_bin.62.fasta
7	332	Gemmiger_SGB_15295_CID_7	Collinsella_sp900542825_SRR1197039_bin.26	-0.0407	0.8342	TLL63_bin.60.fasta	TLL61_bin.62.fasta
7	54	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_C	-0.0519	0.7772	TLL06_bin.94.fasta	TLL61_bin.62.fasta
7	282	Gemmiger_SGB_15295_CID_7	Coprococcus_B_comes	-0.067	0.7163	TLL91_bin.10.fasta	TLL61_bin.62.fasta
7	338	Gemmiger_SGB_15295_CID_7	Gemmiger_formicilis	0.3607	0.0629	TLL106_bin.7.fasta	TLL61_bin.62.fasta
7	34	Gemmiger_SGB_15295_CID_7	Blautia_A_wexlerae	-0.6216	0.001	TLL97_bin.80.fasta	TLL61_bin.62.fasta
7	154	Gemmiger_SGB_15295_CID_7	Anaerostipes_hadrus	0.0949	0.6374	TLL43_bin.39.fasta	TLL61_bin.62.fasta
7	9	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_J_CID_9	-0.1307	0.5534	TLL102_bin.121.fasta	TLL61_bin.62.fasta
7	22	Gemmiger_SGB_15295_CID_7	Agathobaculum_butyriciproducens	-0.1948	0.3337	TLL73_bin.62.fasta	TLL61_bin.62.fasta
7	280	Gemmiger_SGB_15295_CID_7	Bifidobacterium_adolescentis	0.2915	0.1309	TLL74_bin.113.fasta	TLL61_bin.62.fasta
7	541	Gemmiger_SGB_15295_CID_7	Blautia_SGB_4795	-0.2625	0.2268	TLL101_bin.55.fasta	TLL61_bin.62.fasta
7	606	Gemmiger_SGB_15295_CID_7	Blautia_A_sp900066335	0.0912	0.6563	TLL02_bin.63.fasta	TLL61_bin.62.fasta
7	433	Gemmiger_SGB_15295_CID_7	Bacteroides_caccae	0.1389	0.4955	TLL06_bin.48.fasta	TLL61_bin.62.fasta
7	679	Gemmiger_SGB_15295_CID_7	Collinsella_aerofaciens_SGB_14631	0.1806	0.3407	TLL07_bin.31.fasta	TLL61_bin.62.fasta
7	236	Gemmiger_SGB_15295_CID_7	Escherichia_flexneri	-0.2353	0.2478	TLL96_bin.32.fasta	TLL61_bin.62.fasta
7	215	Gemmiger_SGB_15295_CID_7	Flavonifractor_sp000508885	-0.2186	0.3177	TLL15_bin.50.fasta	TLL61_bin.62.fasta
7	325	Gemmiger_SGB_15295_CID_7	Dorea_formicigenerans_SGB_4575	-0.4668	0.025	TLL35_bin.77.fasta	TLL61_bin.62.fasta
7	294	Gemmiger_SGB_15295_CID_7	Faecalibacterium_prausnitzii_D	-0.0013	0.998	TLL105_bin.26.fasta	TLL61_bin.62.fasta
7	304	Gemmiger_SGB_15295_CID_7	Clostridium_M_sp000431375	-0.0283	0.8881	TLL85_bin.41.fasta	TLL61_bin.62.fasta
7	242	Gemmiger_SGB_15295_CID_7	Bilophila_wadsworthia	-0.0078	0.962	TLL33_bin.49.fasta	TLL61_bin.62.fasta
7	90	Gemmiger_SGB_15295_CID_7	CAG-41_sp900066215	0.1361	0.5085	TLL89_bin.92.fasta	TLL61_bin.62.fasta
7	284	Gemmiger_SGB_15295_CID_7	Bifidobacterium_longum	-0.0202	0.9161	TLL98_bin.70.fasta	TLL61_bin.62.fasta
7	146	Gemmiger_SGB_15295_CID_7	Faecalibacterium_SGB_15315	-0.586	0.004	TLL11_bin.59.fasta	TLL61_bin.62.fasta
7	658	Gemmiger_SGB_15295_CID_7	Bifidobacterium_catenulatum	0.1185	0.5684	TLL38_bin.25.fasta	TLL61_bin.62.fasta
7	166	Gemmiger_SGB_15295_CID_7	Bacteroides_xylanisolvens	0.0648	0.7443	TLL72_bin.39.fasta	TLL61_bin.62.fasta
7	195	Gemmiger_SGB_15295_CID_7	Bifidobacterium_sp002742445	-0.1267	0.5305	TLL23_bin.45.fasta	TLL61_bin.62.fasta
7	33	Gemmiger_SGB_15295_CID_7	Bacteroides_B_vulgatus	-0.0412	0.8292	TLL27_bin.76.fasta	TLL61_bin.62.fasta
9	18	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_pseudocatenulatum	-0.3716	0.0589	TLL49_bin.59.fasta	TLL102_bin.121.fasta
9	74	Faecalibacterium_prausnitzii_J_CID_9	CAG-81_sp900066535	-0.4802	0.016	TLL90_bin.66.fasta	TLL102_bin.121.fasta
9	13	Faecalibacterium_prausnitzii_J_CID_9	Acetatifactor_sp900066565	0.3349	0.0909	TLL23_bin.43.fasta	TLL102_bin.121.fasta
9	325	Faecalibacterium_prausnitzii_J_CID_9	Dorea_formicigenerans_SGB_4575	-0.5994	0.002	TLL35_bin.77.fasta	TLL102_bin.121.fasta
9	90	Faecalibacterium_prausnitzii_J_CID_9	CAG-41_sp900066215	-0.1103	0.5624	TLL89_bin.92.fasta	TLL102_bin.121.fasta
9	31	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_E	0.3313	0.0859	TLL96_bin.33.fasta	TLL102_bin.121.fasta
9	253	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_stercoris	0.1372	0.5215	TLL60_bin.72.fasta	TLL102_bin.121.fasta
9	214	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_thetaiotaomicron	-0.4051	0.043	TLL15_bin.24.fasta	TLL102_bin.121.fasta
9	523	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_sp003471165_ERR1578675_bin.45	-0.8002	0.001	TLL34_bin.16.fasta	TLL102_bin.121.fasta
9	242	Faecalibacterium_prausnitzii_J_CID_9	Bilophila_wadsworthia	-0.2017	0.3327	TLL33_bin.49.fasta	TLL102_bin.121.fasta
9	309	Faecalibacterium_prausnitzii_J_CID_9	Agathobacter_faecis	0.2452	0.2078	TLL76_bin.87.fasta	TLL102_bin.121.fasta
9	664	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_J_CID_664	0.9278	0.001	TLL35_bin.66.fasta	TLL102_bin.121.fasta
9	162	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_SGB_14425	0.1045	0.5834	TLL72_bin.74.fasta	TLL102_bin.121.fasta
9	284	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_longum	0.0093	0.9451	TLL98_bin.70.fasta	TLL102_bin.121.fasta
9	66	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_B_massiliensis	-0.4695	0.019	TLL27_bin.51.fasta	TLL102_bin.121.fasta
9	101	Faecalibacterium_prausnitzii_J_CID_9	Agathobacter_rectale	0.1689	0.4036	TLL04_bin.33.fasta	TLL102_bin.121.fasta
9	614	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_SGB_14400	0.2255	0.2657	TLL12_bin.19.fasta	TLL102_bin.121.fasta
9	54	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_C	0.3837	0.0569	TLL06_bin.94.fasta	TLL102_bin.121.fasta
9	166	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_xylanisolvens	-0.4782	0.009	TLL72_bin.39.fasta	TLL102_bin.121.fasta
9	606	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_sp900066335	0.0167	0.9391	TLL02_bin.63.fasta	TLL102_bin.121.fasta
9	26	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_obeum	-0.0134	0.9411	TLL30_bin.87.fasta	TLL102_bin.121.fasta
9	50	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_massiliensis	-0.0301	0.8701	TLL15_bin.16.fasta	TLL102_bin.121.fasta
9	16	Faecalibacterium_prausnitzii_J_CID_9	Eubacterium_E_hallii_A	-0.1925	0.3506	TLL62_bin.17.fasta	TLL102_bin.121.fasta
9	33	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_B_vulgatus	-0.5003	0.009	TLL27_bin.76.fasta	TLL102_bin.121.fasta
9	35	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_sp900066165	-0.3267	0.1089	TLL95_bin.76.fasta	TLL102_bin.121.fasta
9	620	Faecalibacterium_prausnitzii_J_CID_9	Dorea_longicatena_B	-0.2005	0.3067	TLL62_bin.65.fasta	TLL102_bin.121.fasta
9	679	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_aerofaciens_SGB_14631	0.2471	0.1968	TLL07_bin.31.fasta	TLL102_bin.121.fasta
9	334	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_SGB_14507	0.3483	0.0789	TLL96_bin.12.fasta	TLL102_bin.121.fasta
9	280	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_adolescentis	-0.1428	0.4745	TLL74_bin.113.fasta	TLL102_bin.121.fasta
9	97	Faecalibacterium_prausnitzii_J_CID_9	Eubacterium_E_hallii	-0.2686	0.1808	TLL26_bin.1.fasta	TLL102_bin.121.fasta
9	22	Faecalibacterium_prausnitzii_J_CID_9	Agathobaculum_butyriciproducens	0.1693	0.3816	TLL73_bin.62.fasta	TLL102_bin.121.fasta
9	0	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_sp002232035	0.4222	0.032	TLL10_bin.21.fasta	TLL102_bin.121.fasta
9	312	Faecalibacterium_prausnitzii_J_CID_9	Blautia_sp000436935	-0.2478	0.2168	TLL34_bin.68.fasta	TLL102_bin.121.fasta
9	34	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_wexlerae	-0.7074	0.001	TLL97_bin.80.fasta	TLL102_bin.121.fasta
9	154	Faecalibacterium_prausnitzii_J_CID_9	Anaerostipes_hadrus	-0.2639	0.1928	TLL43_bin.39.fasta	TLL102_bin.121.fasta
9	17	Faecalibacterium_prausnitzii_J_CID_9	Eubacterium_I_ramulus_A	0.0036	0.995	TLL80_bin.32.fasta	TLL102_bin.121.fasta
9	430	Faecalibacterium_prausnitzii_J_CID_9	Clostridium_SGB_4780	-0.0725	0.7163	TLL97_bin.22.fasta	TLL102_bin.121.fasta
9	672	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_coprocola_SGB_1891	-0.3534	0.0789	TLL53_bin.50.fasta	TLL102_bin.121.fasta
9	27	Faecalibacterium_prausnitzii_J_CID_9	Eggerthella_lenta	-0.3909	0.044	TLL33_bin.2.fasta	TLL102_bin.121.fasta
9	236	Faecalibacterium_prausnitzii_J_CID_9	Escherichia_flexneri	-0.1003	0.6314	TLL96_bin.32.fasta	TLL102_bin.121.fasta
9	195	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_sp002742445	-0.1599	0.4096	TLL23_bin.45.fasta	TLL102_bin.121.fasta
9	658	Faecalibacterium_prausnitzii_J_CID_9	Bifidobacterium_catenulatum	-0.1976	0.3047	TLL38_bin.25.fasta	TLL102_bin.121.fasta
9	460	Faecalibacterium_prausnitzii_J_CID_9	Enterocloster_sp900541315_SRR3582149_bin.15	-0.6349	0.003	TLL90_bin.65.fasta	TLL102_bin.121.fasta
9	121	Faecalibacterium_prausnitzii_J_CID_9	Eubacterium_I_ramulus	0.0048	0.978	TLL60_bin.40.fasta	TLL102_bin.121.fasta
9	541	Faecalibacterium_prausnitzii_J_CID_9	Blautia_SGB_4795	-0.3547	0.1169	TLL101_bin.55.fasta	TLL102_bin.121.fasta
9	282	Faecalibacterium_prausnitzii_J_CID_9	Coprococcus_B_comes	0.2377	0.2507	TLL91_bin.10.fasta	TLL102_bin.121.fasta
9	332	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_sp900542825_SRR1197039_bin.26	0.1814	0.3776	TLL63_bin.60.fasta	TLL102_bin.121.fasta
9	144	Faecalibacterium_prausnitzii_J_CID_9	Collinsella_aerofaciens_E	0.2465	0.2198	TLL57_bin.37.fasta	TLL102_bin.121.fasta
9	304	Faecalibacterium_prausnitzii_J_CID_9	Clostridium_M_sp000431375	-0.0619	0.7373	TLL85_bin.41.fasta	TLL102_bin.121.fasta
9	60	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_ovatus	-0.3536	0.0839	TLL09_bin.26.fasta	TLL102_bin.121.fasta
9	125	Faecalibacterium_prausnitzii_J_CID_9	Clostridium_Q_sp003024715	0.2273	0.2617	TLL53_bin.12.fasta	TLL102_bin.121.fasta
9	250	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_uniformis	-0.0683	0.7173	TLL47_bin.18.fasta	TLL102_bin.121.fasta
9	25	Faecalibacterium_prausnitzii_J_CID_9	Blautia_A_sp900120195	-0.6379	0.002	TLL103_bin.41.fasta	TLL102_bin.121.fasta
9	433	Faecalibacterium_prausnitzii_J_CID_9	Bacteroides_caccae	0.0316	0.8861	TLL06_bin.48.fasta	TLL102_bin.121.fasta
9	294	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_D	0.4159	0.032	TLL105_bin.26.fasta	TLL102_bin.121.fasta
9	547	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_H	0.6053	0.004	TLL03_bin.1.fasta	TLL102_bin.121.fasta
9	62	Faecalibacterium_prausnitzii_J_CID_9	Faecalibacterium_prausnitzii_G	-0.0019	0.995	TLL97_bin.11.fasta	TLL102_bin.121.fasta
9	79	Faecalibacterium_prausnitzii_J_CID_9	Dorea_longicatena	0.2403	0.2448	TLL97_bin.42.fasta	TLL102_bin.121.fasta
10	214	KLE1615_sp900066985	Bacteroides_thetaiotaomicron	-0.5522	0.005	TLL15_bin.24.fasta	TLL84_bin.27.fasta
10	18	KLE1615_sp900066985	Bifidobacterium_pseudocatenulatum	-0.0604	0.7852	TLL49_bin.59.fasta	TLL84_bin.27.fasta
10	143	KLE1615_sp900066985	Faecalibacterium_SGB_15346	0.2028	0.3287	TLL08_bin.14.fasta	TLL84_bin.27.fasta
10	312	KLE1615_sp900066985	Blautia_sp000436935	-0.3817	0.0529	TLL34_bin.68.fasta	TLL84_bin.27.fasta
10	294	KLE1615_sp900066985	Faecalibacterium_prausnitzii_D	-0.0843	0.6773	TLL105_bin.26.fasta	TLL84_bin.27.fasta
10	334	KLE1615_sp900066985	Collinsella_SGB_14507	0.4767	0.019	TLL96_bin.12.fasta	TLL84_bin.27.fasta
10	546	KLE1615_sp900066985	Gemmiger_SGB_15299	0.3036	0.1139	TLL62_bin.40.fasta	TLL84_bin.27.fasta
10	154	KLE1615_sp900066985	Anaerostipes_hadrus	-0.395	0.039	TLL43_bin.39.fasta	TLL84_bin.27.fasta
10	433	KLE1615_sp900066985	Bacteroides_caccae	-0.3909	0.048	TLL06_bin.48.fasta	TLL84_bin.27.fasta
10	672	KLE1615_sp900066985	Bacteroides_coprocola_SGB_1891	-0.418	0.027	TLL53_bin.50.fasta	TLL84_bin.27.fasta
10	658	KLE1615_sp900066985	Bifidobacterium_catenulatum	-0.0963	0.5994	TLL38_bin.25.fasta	TLL84_bin.27.fasta
10	430	KLE1615_sp900066985	Clostridium_SGB_4780	0.233	0.2527	TLL97_bin.22.fasta	TLL84_bin.27.fasta
10	144	KLE1615_sp900066985	Collinsella_aerofaciens_E	0.3435	0.0819	TLL57_bin.37.fasta	TLL84_bin.27.fasta
10	664	KLE1615_sp900066985	Faecalibacterium_prausnitzii_J_CID_664	0.1512	0.4525	TLL35_bin.66.fasta	TLL84_bin.27.fasta
10	92	KLE1615_sp900066985	Faecalicatena_gnavus	-0.418	0.026	TLL02_bin.78.fasta	TLL84_bin.27.fasta
10	146	KLE1615_sp900066985	Faecalibacterium_SGB_15315	0.0334	0.8741	TLL11_bin.59.fasta	TLL84_bin.27.fasta
10	550	KLE1615_sp900066985	Faecalibacterium_SGB_15345	-0.4569	0.024	TLL90_bin.37.fasta	TLL84_bin.27.fasta
10	280	KLE1615_sp900066985	Bifidobacterium_adolescentis	-0.1355	0.4925	TLL74_bin.113.fasta	TLL84_bin.27.fasta
10	236	KLE1615_sp900066985	Escherichia_flexneri	-0.2489	0.2028	TLL96_bin.32.fasta	TLL84_bin.27.fasta
10	27	KLE1615_sp900066985	Eggerthella_lenta	-0.232	0.2308	TLL33_bin.2.fasta	TLL84_bin.27.fasta
